Modelo,Categoria,FraseID,Texto,NumPalavras,Latência (s),WER,Transcrição Whisper,Arquivo,Status,Throughput,CER,WER_zero,Log_Latencia
XTTS,curtas_objetivas,curtas_objetivas_08,Este teste foi concluído.,4,9.017,0.0,este teste foi concluído.,audios_tcc/xtts_curtas_objetivas_curtas_objetivas_08.wav,OK,2.7725407563491187,0.04,True,2.3042836496296273
Piper,curtas_objetivas,curtas_objetivas_09,O microfone está ligado.,4,0.22,0.0,o microfone está ligado.,audios_tcc/piper_curtas_objetivas_curtas_objetivas_09.wav,OK,109.0909090909091,0.041666666666666664,True,0.1988508587451652
Kokoro,curtas_objetivas,curtas_objetivas_09,O microfone está ligado.,4,1.672,0.0,o microfone está ligado.,audios_tcc/kokoro_curtas_objetivas_curtas_objetivas_09.wav,OK,14.354066985645934,0.041666666666666664,True,0.9828272556743993
XTTS,curtas_objetivas,curtas_objetivas_09,O microfone está ligado.,4,11.855,0.25,o microfone está ligado. ponto.,audios_tcc/xtts_curtas_objetivas_curtas_objetivas_09.wav,OK,2.0244622522142555,0.3333333333333333,False,2.553732840717853
Piper,curtas_objetivas,curtas_objetivas_10,A conexão voltou ao normal.,5,0.264,0.0,a conexão voltou ao normal.,audios_tcc/piper_curtas_objetivas_curtas_objetivas_10.wav,OK,102.27272727272727,0.037037037037037035,True,0.2342812957246657
Kokoro,curtas_objetivas,curtas_objetivas_10,A conexão voltou ao normal.,5,2.139,0.2,a conexão volto ao normal.,audios_tcc/kokoro_curtas_objetivas_curtas_objetivas_10.wav,OK,12.622720897615709,0.07407407407407407,False,1.1439042778598165
XTTS,curtas_objetivas,curtas_objetivas_10,A conexão voltou ao normal.,5,9.595,0.0,a conexão voltou ao normal.,audios_tcc/xtts_curtas_objetivas_curtas_objetivas_10.wav,OK,2.8139656070870243,0.037037037037037035,True,2.3603821917202623
Piper,medias_informativas,medias_informativas_01,O projeto foi desenvolvido para avaliar modelos de síntese de voz em português brasileiro.,14,0.591,0.0714,o projeto foi desenvolvido para avaliar modelos de síntese e de voz em português brasileiro.,audios_tcc/piper_medias_informativas_medias_informativas_01.wav,OK,152.28426395939087,0.03333333333333333,False,0.4643627493556498
Kokoro,medias_informativas,medias_informativas_01,O projeto foi desenvolvido para avaliar modelos de síntese de voz em português brasileiro.,14,5.061,0.2143,o projeto foi desenvolvido para avaliar modelos de cintas e divós em português brasileiro.,audios_tcc/kokoro_medias_informativas_medias_informativas_01.wav,OK,17.783046828689983,0.1,False,1.801874802969148
XTTS,medias_informativas,medias_informativas_01,O projeto foi desenvolvido para avaliar modelos de síntese de voz em português brasileiro.,14,28.891,0.2143,o projeto foi desenvolvido para avaliar modelos de cintes e de voz em português brasileiro. ponto.,audios_tcc/xtts_medias_informativas_medias_informativas_01.wav,OK,3.115156969298398,0.12222222222222222,False,3.3975574317415598
Piper,medias_informativas,medias_informativas_02,A equipe registrou os resultados de latência e inteligibilidade em uma planilha compartilhada.,13,0.701,0.0769,a equipe registou os resultados de latência e inteligibilidade em uma planilha compartilhada.,audios_tcc/piper_medias_informativas_medias_informativas_02.wav,OK,134.0941512125535,0.02127659574468085,False,0.5312163134137247
Kokoro,medias_informativas,medias_informativas_02,A equipe registrou os resultados de latência e inteligibilidade em uma planilha compartilhada.,13,5.198,0.0,a equipe registrou os resultados de latência e inteligibilidade em uma planilha compartilhada.,audios_tcc/kokoro_medias_informativas_medias_informativas_02.wav,OK,18.08387841477491,0.010638297872340425,True,1.8242266593655565
XTTS,medias_informativas,medias_informativas_02,A equipe registrou os resultados de latência e inteligibilidade em uma planilha compartilhada.,13,35.414,0.0769,a equipe registrou os resultados de latência e inteligibilidade em uma planilha compartilhada.com.,audios_tcc/xtts_medias_informativas_medias_informativas_02.wav,OK,2.654317501553058,0.05319148936170213,False,3.594953316081773
Piper,medias_informativas,medias_informativas_03,"O usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.",14,0.693,0.0,"o usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.",audios_tcc/piper_medias_informativas_medias_informativas_03.wav,OK,138.52813852813853,0.010416666666666666,True,0.5265021031509982
Kokoro,medias_informativas,medias_informativas_03,"O usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.",14,5.72,0.0,"o usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.",audios_tcc/kokoro_medias_informativas_medias_informativas_03.wav,OK,16.783216783216783,0.010416666666666666,True,1.9050881545350582
XTTS,medias_informativas,medias_informativas_03,"O usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.",14,24.621,0.0714,"o usuário pode ouvir o áudio gerado diretamente no navegador, sem instalar programas adicionais.ua.",audios_tcc/xtts_medias_informativas_medias_informativas_03.wav,OK,3.8991105154136716,0.041666666666666664,False,3.2434123277131044
Piper,medias_informativas,medias_informativas_04,"A análise comparativa considera tempo de resposta, clareza da fala e custo computacional.",13,0.672,0.1538,"a análise comparativa considera a tempo de resposta, a clareza da fala e custo computacional.",audios_tcc/piper_medias_informativas_medias_informativas_04.wav,OK,132.44047619047618,0.056179775280898875,False,0.5140205146625099
Kokoro,medias_informativas,medias_informativas_04,"A análise comparativa considera tempo de resposta, clareza da fala e custo computacional.",13,4.9,0.0,"a análise comparativa considera tempo de resposta, clareza da fala e custo computacional.",audios_tcc/kokoro_medias_informativas_medias_informativas_04.wav,OK,18.163265306122447,0.011235955056179775,True,1.7749523509116738
XTTS,medias_informativas,medias_informativas_04,"A análise comparativa considera tempo de resposta, clareza da fala e custo computacional.",13,30.34,0.0769,"a análise comparativa considera tempo de resposta, clareza da fala e custo computacional.org.",audios_tcc/xtts_medias_informativas_medias_informativas_04.wav,OK,2.933421226104153,0.056179775280898875,False,3.444895236927875
Piper,medias_informativas,medias_informativas_05,O experimento foi executado em ambiente controlado para reduzir variações entre os modelos.,13,0.61,0.0,o experimento foi executado em ambiente controlado para reduzir variações entre os modelos.,audios_tcc/piper_medias_informativas_medias_informativas_05.wav,OK,149.18032786885246,0.01098901098901099,True,0.4762341789963716
Kokoro,medias_informativas,medias_informativas_05,O experimento foi executado em ambiente controlado para reduzir variações entre os modelos.,13,5.135,0.0,o experimento foi executado em ambiente controlado para reduzir variações entre os modelos.,audios_tcc/kokoro_medias_informativas_medias_informativas_05.wav,OK,17.721518987341774,0.01098901098901099,True,1.8140100781628747
XTTS,medias_informativas,medias_informativas_05,O experimento foi executado em ambiente controlado para reduzir variações entre os modelos.,13,21.777,0.1538,o experimento foi executado em ambiente controlado para reduzir variações entre os modelos ponto.,audios_tcc/xtts_medias_informativas_medias_informativas_05.wav,OK,4.178720668595306,0.07692307692307693,False,3.1257512548777258
Piper,medias_informativas,medias_informativas_06,Cada frase foi sintetizada com os mesmos parâmetros sempre que isso foi tecnicamente possível.,14,0.628,0.4286,"cada frase foi sintetizada com os mesmos para a meto sem pique, isso foi técnicamente possível.",audios_tcc/piper_medias_informativas_medias_informativas_06.wav,OK,149.6815286624204,0.13829787234042554,False,0.48735226758034855
Kokoro,medias_informativas,medias_informativas_06,Cada frase foi sintetizada com os mesmos parâmetros sempre que isso foi tecnicamente possível.,14,5.426,0.0714,"cada frase foi sintetizada com os mesmos parâmetros, sempre que isso foi tecnicamente possível.",audios_tcc/kokoro_medias_informativas_medias_informativas_06.wav,OK,17.32399557685219,0.02127659574468085,False,1.8603522606936667
XTTS,medias_informativas,medias_informativas_06,Cada frase foi sintetizada com os mesmos parâmetros sempre que isso foi tecnicamente possível.,14,26.663,0.1429,"cada frase foi sintetizada com os mesmos parâmetros, sempre que isso foi técnicamente possível.",audios_tcc/xtts_medias_informativas_medias_informativas_06.wav,OK,3.525484754153696,0.031914893617021274,False,3.320095780225114
Piper,medias_informativas,medias_informativas_07,Os dados coletados permitem discutir vantagens práticas de cada abordagem de TTS.,12,0.607,0.0,os dados coletados permitem discutir vantagens práticas de cada abordagem de tts.,audios_tcc/piper_medias_informativas_medias_informativas_07.wav,OK,133.44316309719935,0.04938271604938271,True,0.47436908675537554
Kokoro,medias_informativas,medias_informativas_07,Os dados coletados permitem discutir vantagens práticas de cada abordagem de TTS.,12,4.997,0.0,os dados coletados permitem discutir vantagens práticas de cada abordagem de tts.,audios_tcc/kokoro_medias_informativas_medias_informativas_07.wav,OK,16.209725835501303,0.04938271604938271,True,1.7912593441863727
XTTS,medias_informativas,medias_informativas_07,Os dados coletados permitem discutir vantagens práticas de cada abordagem de TTS.,12,38.621,0.1667,os dados coletados permitem discutir vantagem práticas de cada abordagem de tts.pontupon.,audios_tcc/xtts_medias_informativas_medias_informativas_07.wav,OK,2.097304575231092,0.18518518518518517,False,3.679359280729777
Piper,medias_informativas,medias_informativas_08,O corpus inclui frases com estruturas simples e complexas para ampliar a cobertura linguística.,14,0.643,0.1429,o corpos inclui fases com estruturas simples e complexas para ampliar a cobertura linguística.,audios_tcc/piper_medias_informativas_medias_informativas_08.wav,OK,147.74494556765163,0.031578947368421054,False,0.49652383905513103
Kokoro,medias_informativas,medias_informativas_08,O corpus inclui frases com estruturas simples e complexas para ampliar a cobertura linguística.,14,5.323,0.0714,o corpos inclui frases com estruturas simples e complexas para ampliar a cobertura linguística.,audios_tcc/kokoro_medias_informativas_medias_informativas_08.wav,OK,17.84707871501033,0.021052631578947368,False,1.8441937790764762
XTTS,medias_informativas,medias_informativas_08,O corpus inclui frases com estruturas simples e complexas para ampliar a cobertura linguística.,14,51.609,0.4286,"o corpos inclui frases com estruturas simples e complexas para ampliar a cobertura linguística.bota.br. bérquanto não, de .s.",audios_tcc/xtts_medias_informativas_medias_informativas_08.wav,OK,1.8407642077932143,0.3368421052631579,False,3.9628872077688704
Piper,medias_informativas,medias_informativas_09,Os resultados foram organizados por categoria para facilitar a interpretação posterior.,11,0.736,0.0,os resultados foram organizados por categoria para facilitar a interpretação posterior.,audios_tcc/piper_medias_informativas_medias_informativas_09.wav,OK,118.20652173913044,0.011494252873563218,True,0.5515836162381584
Kokoro,medias_informativas,medias_informativas_09,Os resultados foram organizados por categoria para facilitar a interpretação posterior.,11,4.685,0.0,os resultados foram organizados por categoria para facilitar a interpretação posterior.,audios_tcc/kokoro_medias_informativas_medias_informativas_09.wav,OK,18.56990394877268,0.011494252873563218,True,1.7378311272024993
XTTS,medias_informativas,medias_informativas_09,Os resultados foram organizados por categoria para facilitar a interpretação posterior.,11,27.706,0.0909,os resultados foram organizados por categoria para facilitar a interpretação posterior.b.,audios_tcc/xtts_medias_informativas_medias_informativas_09.wav,OK,3.14011405471739,0.034482758620689655,False,3.3571061601491885
Piper,medias_informativas,medias_informativas_10,A metodologia prioriza modelos abertos e acessíveis para uso acadêmico e social.,12,0.578,0.0,a metodologia prioriza modelos abertos e acessíveis para uso acadêmico e social.,audios_tcc/piper_medias_informativas_medias_informativas_10.wav,OK,138.4083044982699,0.0125,True,0.4561582224236825
Kokoro,medias_informativas,medias_informativas_10,A metodologia prioriza modelos abertos e acessíveis para uso acadêmico e social.,12,4.507,0.0,a metodologia prioriza modelos abertos e acessíveis para uso acadêmico e social.,audios_tcc/kokoro_medias_informativas_medias_informativas_10.wav,OK,17.750166407810074,0.0125,True,1.7060200102803444
XTTS,medias_informativas,medias_informativas_10,A metodologia prioriza modelos abertos e acessíveis para uso acadêmico e social.,12,24.009,0.0833,a metodologia prioriza modelos abertos e acessíveis para o uso acadêmico e social.,audios_tcc/xtts_medias_informativas_medias_informativas_10.wav,OK,3.332083801907618,0.0375,False,3.2192357600837487
Piper,longas_narrativas,longas_narrativas_01,"Durante a execução do experimento, observou-se que modelos mais leves tendem a responder com maior rapidez, embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos.",30,1.3,0.1,"durante a execução do exprimento, observou os que modelos mais leves tendem a responder com maior rapidez, embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos.",audios_tcc/piper_longas_narrativas_longas_narrativas_01.wav,OK,153.07692307692307,0.02512562814070352,False,0.832909122935104
Kokoro,longas_narrativas,longas_narrativas_01,"Durante a execução do experimento, observou-se que modelos mais leves tendem a responder com maior rapidez, embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos.",30,11.147,0.0333,"durante a execução do experimento, observou-se que modelos mais leves tendem a responder com maior rapidez. embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_01.wav,OK,17.852336951646183,0.010050251256281407,False,2.4970822257181338
XTTS,longas_narrativas,longas_narrativas_01,"Durante a execução do experimento, observou-se que modelos mais leves tendem a responder com maior rapidez, embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos.",30,64.487,0.1,"durante a execução do experimento, observou-se que modelos mais leves tendem a responder com maior rapidez. embora nem sempre ofereçam o mesmo nível de naturalidade percebida em textos mais extensos pontos.",audios_tcc/xtts_longas_narrativas_longas_narrativas_01.wav,OK,3.085893280816289,0.04522613065326633,False,4.181851649660335
Piper,longas_narrativas,longas_narrativas_02,"Em um cenário de acessibilidade informacional, a escolha de um sistema de síntese de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",34,1.475,0.0882,"em um cenário de acessibilidade internacional, a escolha de um sistema de cintas e de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",audios_tcc/piper_longas_narrativas_longas_narrativas_02.wav,OK,143.72881355932202,0.03773584905660377,False,0.9062403960206536
Kokoro,longas_narrativas,longas_narrativas_02,"Em um cenário de acessibilidade informacional, a escolha de um sistema de síntese de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",34,11.66,0.0588,"em um cenário de acessibilidade informacional, a escolha de um sistema de cintez e de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_02.wav,OK,18.18181818181818,0.02358490566037736,False,2.5384474167160302
XTTS,longas_narrativas,longas_narrativas_02,"Em um cenário de acessibilidade informacional, a escolha de um sistema de síntese de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",34,68.168,0.0588,"em um cenário de acessibilidade informacional, a escolha de um sistema de cintez e de voz deve considerar não apenas a qualidade sonora, mas também a viabilidade de uso em equipamentos simples e contextos offline.",audios_tcc/xtts_longas_narrativas_longas_narrativas_02.wav,OK,3.10996361929351,0.02358490566037736,False,4.236538327925276
Piper,longas_narrativas,longas_narrativas_03,"Ao comparar diferentes arquiteturas de TTS, torna-se possível identificar compromissos entre velocidade de geração, inteligibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.",26,1.607,0.0769,"ao comparar diferentes arquiteturas de tts, ordens se possível identificar compromissos entre velocidade de geração, inteligibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.",audios_tcc/piper_longas_narrativas_longas_narrativas_03.wav,OK,128.1891723708774,0.043689320388349516,False,0.9582001349513647
Kokoro,longas_narrativas,longas_narrativas_03,"Ao comparar diferentes arquiteturas de TTS, torna-se possível identificar compromissos entre velocidade de geração, inteligibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.",26,12.557,0.0385,"ao comparar diferentes arquiteturas de tts, torna-se possível identificar compromissos entre velocidade de geração, intelizibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_03.wav,OK,16.405192323007086,0.024271844660194174,False,2.606903019097252
XTTS,longas_narrativas,longas_narrativas_03,"Ao comparar diferentes arquiteturas de TTS, torna-se possível identificar compromissos entre velocidade de geração, inteligibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.",26,75.102,0.0385,"ao comparar diferentes arquiteturas de tts, torna-se possível identificar compromissos entre velocidade de geração, inteligibilidade da saída, naturalidade da prosódia e capacidade de personalização da voz.com.",audios_tcc/xtts_longas_narrativas_longas_narrativas_03.wav,OK,2.742936273334931,0.038834951456310676,False,4.332074545731231
Piper,longas_narrativas,longas_narrativas_04,"O corpus foi planejado para incluir frases curtas, médias e longas, além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de modo a ampliar a robustez da avaliação.",30,1.391,0.1667,"o corpos foi planejado para incluir fases curtas, médias e longas, além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de moda ampliar a robustês da avaliação.",audios_tcc/piper_longas_narrativas_longas_narrativas_04.wav,OK,134.4356578001438,0.0374331550802139,False,0.8717116884761877
Kokoro,longas_narrativas,longas_narrativas_04,"O corpus foi planejado para incluir frases curtas, médias e longas, além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de modo a ampliar a robustez da avaliação.",30,10.486,0.0667,"o corpos foi planejado para incluir frases curtas, medias e longas, além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de modo a ampliar a robustez da avaliação.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_04.wav,OK,17.83330154491703,0.016042780748663103,False,2.441128902442105
XTTS,longas_narrativas,longas_narrativas_04,"O corpus foi planejado para incluir frases curtas, médias e longas, além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de modo a ampliar a robustez da avaliação.",30,70.66,0.1333,"o corpos foi planejado para incluir frases curtas, medias e longas. além de exemplos com números, datas, nomes próprios e palavras estrangeiras, de modo a ampliar a robustez da avaliação.org.",audios_tcc/xtts_longas_narrativas_longas_narrativas_04.wav,OK,2.646476082649307,0.0427807486631016,False,4.271932711876808
Piper,longas_narrativas,longas_narrativas_05,"Embora os resultados quantitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e acessibilidade prática.",25,1.413,0.08,"embora os resultados contitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e a acessibilidade prática.",audios_tcc/piper_longas_narrativas_longas_narrativas_05.wav,OK,146.4968152866242,0.028985507246376812,False,0.8808707866428946
Kokoro,longas_narrativas,longas_narrativas_05,"Embora os resultados quantitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e acessibilidade prática.",25,12.048,0.04,"embora os resultados quantitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e a acessibilidade prática.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_05.wav,OK,17.181274900398407,0.014492753623188406,False,2.5686348653187125
XTTS,longas_narrativas,longas_narrativas_05,"Embora os resultados quantitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e acessibilidade prática.",25,69.602,0.08,"embora os resultados quantitativos sejam importantes, a interpretação qualitativa continua sendo essencial, especialmente quando o objetivo do projeto envolve experiência do usuário e a sensibilidade prática.",audios_tcc/xtts_longas_narrativas_longas_narrativas_05.wav,OK,2.974052469756616,0.01932367149758454,False,4.257058472709847
Piper,longas_narrativas,longas_narrativas_06,"A literatura recente mostra avanços significativos em modelos neurais de síntese de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",29,1.377,0.1034,"a literatura recente mostra avanço significativos em modelos neurais de cintes e de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",audios_tcc/piper_longas_narrativas_longas_narrativas_06.wav,OK,145.24328249818447,0.025,False,0.8658391883780568
Kokoro,longas_narrativas,longas_narrativas_06,"A literatura recente mostra avanços significativos em modelos neurais de síntese de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",29,12.264,0.0,"a literatura recente mostra avanços significativos em modelos neurais de síntese de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_06.wav,OK,16.307893020221787,0.005,True,2.585053598392939
XTTS,longas_narrativas,longas_narrativas_06,"A literatura recente mostra avanços significativos em modelos neurais de síntese de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",29,66.223,0.1034,"a literatura recente mostra avanço significativos em modelos neurais de cintes e de voz, mas ainda existe uma diferença relevante entre desempenho laboratorial e adoção em contextos cotidianos de uso.",audios_tcc/xtts_longas_narrativas_longas_narrativas_06.wav,OK,3.0200987572293614,0.025,False,4.208015450875621
Piper,longas_narrativas,longas_narrativas_07,"Em aplicações educacionais e assistivas, um modelo de TTS precisa manter clareza suficiente para leituras prolongadas, evitando fadiga auditiva e favorecendo compreensão contínua do conteúdo apresentado.",26,1.732,0.0385,"em aplicações educacionais e assistivas, um modelo de tts precisa manter clareza suficiente para leituras prolongadas, evitando fadega auditiva e favorecendo compreensão contínua do conteúdo apresentado.",audios_tcc/piper_longas_narrativas_longas_narrativas_07.wav,OK,117.20554272517322,0.024630541871921183,False,1.0050339417085437
Kokoro,longas_narrativas,longas_narrativas_07,"Em aplicações educacionais e assistivas, um modelo de TTS precisa manter clareza suficiente para leituras prolongadas, evitando fadiga auditiva e favorecendo compreensão contínua do conteúdo apresentado.",26,12.263,0.0769,"em aplicações educacionais e assistivas, o modelo de tts precisa manter clareza suficiente para leituras prolongadas, evitando fadiga auditiva e favorecendo compreensão continua do conteúdo apresentado.",audios_tcc/kokoro_longas_narrativas_longas_narrativas_07.wav,OK,16.553861208513414,0.034482758620689655,False,2.584978203512216
XTTS,longas_narrativas,longas_narrativas_07,"Em aplicações educacionais e assistivas, um modelo de TTS precisa manter clareza suficiente para leituras prolongadas, evitando fadiga auditiva e favorecendo compreensão contínua do conteúdo apresentado.",26,77.45,0.0385,"em aplicações educacionais e assistivas, um modelo de tts precisa manter clareza suficiente para leituras prolongadas, evitando fadiga auditiva e favorecendo compreensão continuo do conteúdo apresentado.",audios_tcc/xtts_longas_narrativas_longas_narrativas_07.wav,OK,2.6210458360232405,0.029556650246305417,False,4.362461479179042
